     id  bayes.attenuation.E_BVs  bayes.attenuation.E_BVs_err  bayes.sfh.age_main  bayes.sfh.age_main_err  bayes.universe.redshift  bayes.universe.redshift_err        bayes.sfh.sfr     bayes.sfh.sfr_err  bayes.sfh.sfr100Myrs  bayes.sfh.sfr100Myrs_err  bayes.stellar.m_star  bayes.stellar.m_star_err  bayes.stellar.m_star_old  bayes.stellar.m_star_old_err  bayes.stellar.m_star_young  bayes.stellar.m_star_young_err     bayes.hst.wfc.F814W  bayes.hst.wfc.F814W_err   bayes.jwst.miri.F770W  bayes.jwst.miri.F770W_err  bayes.jwst.nircam.F115W  bayes.jwst.nircam.F115W_err  bayes.jwst.nircam.F150W  bayes.jwst.nircam.F150W_err  bayes.jwst.nircam.F277W  bayes.jwst.nircam.F277W_err  bayes.jwst.nircam.F444W  bayes.jwst.nircam.F444W_err      bayes.subaru.hsc.g  bayes.subaru.hsc.g_err      bayes.subaru.hsc.i  bayes.subaru.hsc.i_err      bayes.subaru.hsc.r  bayes.subaru.hsc.r_err      bayes.subaru.hsc.z  bayes.subaru.hsc.z_err    bayes.vista.vircam.H  bayes.vista.vircam.H_err    bayes.vista.vircam.J  bayes.vista.vircam.J_err   bayes.vista.vircam.Ks  bayes.vista.vircam.Ks_err    bayes.vista.vircam.Y  bayes.vista.vircam.Y_err     best.chi_square  best.reduced_chi_square  best.attenuation.B_B90  best.attenuation.E_BV_factor  best.attenuation.E_BV_lines  best.attenuation.E_BVs  best.attenuation.FUV  best.attenuation.V_B90  best.attenuation.powerlaw_slope  best.attenuation.uv_bump_amplitude  best.attenuation.uv_bump_wavelength  best.attenuation.uv_bump_width  best.sfh.age  best.sfh.age_burst  best.sfh.age_main  best.sfh.f_burst  best.sfh.tau_burst  best.sfh.tau_main  best.stellar.age_m_star  best.stellar.imf  best.stellar.metallicity  best.stellar.old_young_separation_age   best.universe.age  best.universe.luminosity_distance  best.universe.redshift    best.dust.luminosity  best.sfh.integrated            best.sfh.sfr     best.sfh.sfr100Myrs      best.sfh.sfr10Myrs        best.stellar.lum     best.stellar.lum_ly  best.stellar.lum_ly_old  best.stellar.lum_ly_young    best.stellar.lum_old  best.stellar.lum_young  best.stellar.m_gas  best.stellar.m_gas_old  best.stellar.m_gas_young  best.stellar.m_star  best.stellar.m_star_old  best.stellar.m_star_young       best.stellar.n_ly   best.stellar.n_ly_old  best.stellar.n_ly_young      best.hst.wfc.F814W    best.jwst.miri.F770W      best.hst.wfc.F606W  best.jwst.nircam.F115W  best.jwst.nircam.F150W  best.jwst.nircam.F277W  best.jwst.nircam.F444W  best.jwst.nircam.F090W  best.jwst.nircam.F200W  best.jwst.nircam.F356W  best.jwst.nircam.F410M     best.cfht.megacam.u       best.subaru.hsc.g       best.subaru.hsc.r       best.subaru.hsc.i       best.subaru.hsc.z       best.subaru.hsc.y     best.vista.vircam.Y     best.vista.vircam.J     best.vista.vircam.H    best.vista.vircam.Ks  best.subaru.suprime.IB427  best.subaru.suprime.IB505  best.subaru.suprime.IB574  best.subaru.suprime.IB709  best.subaru.suprime.IB827  best.subaru.suprime.NB711  best.subaru.suprime.NB816   best.spitzer.irac.ch1   best.spitzer.irac.ch2   best.spitzer.irac.ch3 
 780995     0.000763076748528661         0.006169871199425394    597.669339465468      231.66772144324082        4.017100582515587          0.32492135500385777   3.1609954074822366     0.568074917173885     3.306571776573488        0.5120135695583058     592939694.0243893        157062114.88447392          166063103.927111            196978182.83810428          426876590.09727794              201742200.21124393  0.00013427242003907495    8.592869234684499e-06  0.00010294409683095132     1.3459428219965927e-05   0.00011455199102456002       6.6715203809178544e-06    9.986950015178346e-05        5.456922485878543e-06    0.0001240798436269136       1.7086135016378967e-06   0.00011558902167100786        3.925549487929191e-06   4.053328432950605e-05   2.184197555240997e-05  0.00013652152611787728   8.994150088278754e-06   0.0001091656351048543  1.6081903990314036e-05  0.00013026438263895714    7.91282426689754e-06   9.568511224708019e-05     6.035664095021122e-06  0.00010839024488162181    6.5298315312306605e-06  0.00013341361319780753      4.960417205067115e-06  0.00012129494084572088    6.9425844681676314e-06  185.08705720506586        6.169568573502195                    -0.0                           0.0                          0.0                     0.0                  -0.0                    -0.0                              0.0                                 3.0                                217.5                            35.0         500.0               100.0              500.0              0.25               300.0             1000.0       139.63782551969666               1.0                     0.008                                 1000.0  1532.9120580980914              1.167880678702987e+27                     4.1                     0.0      729000954.46384      3.3775828891457698       3.561039752053377      3.3925109905215733   1.546810069796366e+37   2.146475729806419e+36                      0.0      2.146475729806419e+36                     0.0   1.546810069796366e+37  194682790.94394314                     0.0        194682790.94394314    534318163.6633687                      0.0          534318163.6633687   6.192956595220465e+53                     0.0    6.192956595220465e+53  0.00013880528090791806  0.00010744755744723022   9.654196595060197e-05   0.0001208203850091046  0.00010488547745656423  0.00012477927324978038  0.00011509005339186245   0.0001335389310265123  0.00011916867782554943  0.00011592105607452583  0.00011371380716040007   7.536941985805254e-07  3.5519691314568135e-05  0.00010946659237368871  0.00014008433340305867  0.00013709572691123536  0.00012829088832786817  0.00012720986117890595  0.00011355129186030235    9.96995925849477e-05  0.00013597862814154453      6.366570812652975e-07     5.6661619202592065e-05       7.86902790354168e-05      0.0001456218700869049     0.00013625440678377183     0.00013381958291923637      0.0001368475376123871  0.00011590195649261782  0.00011538561674065312  0.00011182122702086952 
 781056      0.19252825032352797          0.19574828359718713  1983.0190428570268       2161.173756158972       1.0132361872272144           1.3980710421897669  0.03296122702004841   0.09520890368874164   0.02539738649507328       0.06825726466380133    4036467.9210309833         7309087.773295622        1464117.3567960155             3023308.810288815          2572350.5642349585               6577503.298738521   2.995809598078412e-06   1.8402970522368102e-06  1.4493349473504633e-06      6.202608975792422e-07   3.7927772849500327e-06       1.4030694913998514e-06    4.579690324617516e-06        8.937594782875434e-07    5.491331654114237e-06        2.728908080402419e-07    3.256148718148134e-06        3.233449908235325e-07  1.3725320436619464e-06  1.7097013898137731e-06   2.869872104322678e-06  1.8451858076797736e-06  2.0670351574918617e-06  1.7028148765253476e-06   3.296404167919489e-06  1.9016827671960424e-06   4.738228381796703e-06     7.422710259387146e-07   4.029129598862282e-06    1.2433564081931257e-06    5.19015284828842e-06      4.823116029300615e-07  3.4986915434268864e-06     1.629385302882449e-06  14.818321972800012       0.4939440657600004       1.249845853894673                           0.5                          0.5                    0.25      2.59724122558729      1.0126173184344438                              0.0                                 3.0                                217.5                            35.0        5000.0               100.0             5000.0               0.0               100.0              300.0        4397.027340531538               1.0                      0.02                                 1000.0   8695.635587456683              8.777496600051377e+25                     0.5  5.4690926360809964e+32    7852258.371462647   2.528379950940364e-08  2.9644515194774302e-08   2.564384537750327e-08  1.5682608079549847e+33   3.395661753847937e+30   3.3832751830153117e+30     1.2386570832625726e+28  1.5680032414600842e+33  2.5756649490065715e+29   3613660.971576029        3613596.55552731          64.4160487186557    4238597.399886543        4238487.276468712         110.12341783123804   7.308168919659555e+47  7.2707494042062195e+47    3.741951545333557e+45    7.34794145521975e-07  1.4268281242907824e-06  1.7914484586070986e-07  1.8839756384210745e-06  3.3565310305673127e-06   5.762195115144906e-06   3.198835697043608e-06  1.0435395837335421e-06   4.523727856127606e-06   4.110560978268517e-06  3.3543548779194845e-06   3.985043951202299e-09   3.867564448899376e-08  2.1807209914216922e-07   6.195645928809082e-07  1.0288139028272637e-06  1.2770766048933621e-06  1.4076030963159688e-06  2.2746350086650197e-06  3.7872789399289373e-06   4.899226817857541e-06      9.678623906226783e-09     5.1329228692140396e-08      9.920854155085868e-08      4.861094462486899e-07      7.957137605928957e-07       5.04559260308508e-07      7.636294127901833e-07   4.112630160308067e-06  3.1571834399900983e-06  2.4220831716735044e-06 
 759290    0.0004007949126718361         0.004922475230191616   998.6561515800358      25.886642923247148        3.382579398251342          0.09941274358826123   1.0285527373325396    0.1578950211252043    1.1549522625350122       0.18631185944441528     1357736707.409613         67886835.37048064         633576956.0586779             635093680.6952991           724159751.3509324               635215370.1708194   8.088793428978261e-05   1.6974530599550918e-06  0.00010333932629700257     1.8459511862248076e-06    7.518144833096962e-05        1.427676166513435e-06    8.622338162834495e-05       5.0965727844336106e-06    0.0001651646480108221       1.0956935229364082e-06   0.00014781673609122546       1.7714876384266415e-06  5.0344216501183806e-05   5.837435766450947e-06   8.174636443890519e-05  1.8562519456507434e-06   8.447079149644613e-05  2.6599136125418313e-06   7.861653792798884e-05   1.300783599456528e-06  0.00011475379827182937    1.0597143469630963e-05   7.651167319578677e-05    1.5580577777920328e-06  0.00015898144364756756      2.850951934586907e-07   7.542044813680175e-05    1.1824896932623186e-06   94.21763087449008        3.140587695816336                    -0.0                           0.0                          0.0                     0.0                  -0.0                    -0.0                              0.0                                 3.0                                217.5                            35.0        1000.0               100.0             1000.0               0.0               100.0              300.0        524.6976917495017               1.0                    0.0004                                 1000.0  1976.3453418010506              9.004031593020866e+26      3.2999999999999994                     0.0   2082866292.9503155      0.9790780605826424      1.0993703898198617      0.9894160048368333   7.737903223233571e+36    8.09410542441427e+35                      0.0       8.09410542441427e+35                     0.0   7.737903223233571e+36   774527088.0368136                     0.0         774527088.0368136    1308339208.474639                      0.0          1308339208.474639  2.2995625962594864e+53                     0.0   2.2995625962594864e+53   8.063438011470886e-05   0.0001018214884965501   7.758942670946929e-05   7.543781926583127e-05   9.034459087815625e-05   0.0001660539535016797  0.00014634265182599093   7.822363463368591e-05  0.00016042913186051805    0.000160706003891038  0.00015480726824133572   9.534611820131933e-06    5.51083519366591e-05   8.592720317328442e-05   8.145673600473754e-05   7.847028415695281e-05   7.639222717820127e-05   7.492559686317219e-05   7.699805908872897e-05  0.00012352980879262897   0.0001588059938513496      4.424355367074082e-05     5.2286059365183986e-05       8.76680414623405e-05      8.254449682237893e-05      7.958132118275685e-05      8.214902557332546e-05      7.966342173351246e-05   0.0001607174225536049  0.00014383123939404894  0.00012005887091361535 
 614114      0.48225128874620665         0.024246206521371064   4488.966102189668       1482.541153327396       0.5000000248968061        0.0003400357692150994  0.05228258742442664   0.11634377912251342   0.04334182086275771       0.09026316527296897    235123546.95898628         98368137.55463685         230158732.3671331            106440468.13471116           4964814.591853378               9284534.077375082  2.8133471413552606e-05   1.4135539121475769e-05   9.226350735088873e-05      4.404590359220199e-06    7.898977530832969e-05       1.5208670105517429e-05    0.0001556439231247855       1.2039678949792229e-05   0.00033104897321851215        4.051916147730936e-06   0.00020912524741466103       2.7730481238320376e-06  3.7655936372363765e-06  6.4003242199975535e-06  2.3892623454554063e-05  1.4002208072549725e-05   1.084684222142571e-05  1.1705847874386852e-05  3.8861320293104565e-05  1.4442510886138966e-05   0.0001818368629207027      9.60684918026115e-06   9.855476989718898e-05    1.5220249005878972e-05   0.0002619012889301056      4.581505897669945e-06   5.581001502801071e-05    1.4893564283851465e-05   402.1388203035056       13.404627343450187      2.4916895806825803                           0.5                          1.0                     0.5     5.188720046785493      2.0205739132518623                              0.0                                 3.0                                217.5                            35.0        5000.0               100.0             5000.0               0.0               100.0              300.0        4397.027340531538               1.0                      0.02                                  100.0   8695.635587456683              8.777496600051377e+25                     0.5   5.565543198127021e+34   524964719.18041754  1.6903548102169323e-06   1.981891560143035e-06  1.7144257677806713e-06  1.0484647291303915e+35  2.2701782528182648e+32   2.2619829128538226e+32      8.195339964442365e+29   1.048396934414777e+35   6.779471561440831e+30   241592218.1128231      241592174.83127093         43.28155215325937   283372501.06758946        283372346.1599907          154.9075987326535    4.88589481285433e+49   4.861049799213904e+49    2.484501364042534e+47  1.9158693787511794e-05   9.538769214335985e-05   3.553917293008988e-06   6.776031771070571e-05  0.00014571221490404027   0.0003330705493287092   0.0002103781214139713  3.0102661654402824e-05   0.0002291917725933151   0.0002566079703416422  0.00021762623514076887  4.4413688055612646e-08   5.793397900720477e-07   4.362550158583881e-06  1.5224595860570637e-05  2.9135061674272055e-05   3.946006742256431e-05   4.523607276986772e-05   8.703734647850686e-05   0.0001734801565185631  0.00025768384969503073     1.1802894328982677e-07      7.795488631129473e-07     1.7609292684502463e-06     1.0859252005390451e-05      2.085790591218204e-05     1.1344642194398798e-05      1.977728072229556e-05   0.0002567360770117415  0.00020862196253408833  0.00016191922445347271 
 614453       0.5114993481712634          0.26089185637539997  3499.5177834075052      2172.5254697506457       1.1160116398236468           1.6084431304447742  0.29937352582640947    0.5966623105826206   0.40008832096694974        0.8827421377447733     562021756.0231149         1026433818.043275         335890702.3484183             711239439.1022688           226131053.6746984               787170764.3472703    2.56303607097866e-05    1.870119182781653e-05   9.084347342915245e-05      3.476960964696302e-05    6.347152225302472e-05        2.114242743389975e-05   0.00011452576169245408       2.0116721720248074e-05    0.0002617922563235427        1.512053607714032e-05   0.00018607179808103618        2.196688157951386e-05  2.0168506420128177e-06  3.9450876535507685e-06  2.1070999189950543e-05  1.5493699051915677e-05   7.689832470992268e-06   7.558084515109478e-06   3.732253297910066e-05  2.8193856597728895e-05  0.00013284063023281907    2.3241635398086763e-05   7.645926726301254e-05    1.9135990930117437e-05  0.00019368397096201218     3.4818830428104615e-05   4.814524625754793e-05    2.4662223001539617e-05   430.2643942167394       14.342146473891313      2.4916895806825803                           0.5                          1.0                     0.5     5.188720046785493      2.0205739132518623                              0.0                                 3.0                                217.5                            35.0        5000.0               100.0             5000.0               0.0               100.0              300.0        4397.027340531538               1.0                      0.02                                  100.0   8695.635587456683              8.777496600051377e+25                     0.5   4.569314073325562e+34   430996327.57458985  1.3877822430409087e-06  1.6271340775172338e-06  1.4075445126413727e-06   8.607901280531277e+34  1.8638176131758397e+32   1.8570892344889552e+32      6.728378686884693e+29   8.607344685537535e+34   5.565949937434126e+30  198347345.96981692      198347310.43563843          35.5341784851867    232648981.6047688       232648854.42554376         127.17922505612512  4.0113223695176387e+49   3.990924599446001e+49   2.0397770071637514e+47   1.572929829729348e-05   7.831334851185408e-05  2.9177680819809243e-06   5.563125867619448e-05   0.0001196298097983561  0.00027345110697732345  0.00017272055515087098  2.4714302026855163e-05  0.00018816657327419518   0.0002106752869341064  0.00017867126056774133   3.646366269317575e-08   4.756382911383286e-07  3.5816561161387376e-06  1.2499401702570674e-05  2.3919901902883624e-05   3.239673738746239e-05   3.713884100277869e-05   7.145771005838088e-05   0.0001424273053688192  0.00021155858448398314      9.690182834542464e-08      6.400100518967598e-07      1.445723912657512e-06       8.91545195996644e-06     1.7124352400446268e-05      9.313957576172309e-06      1.623715851615478e-05  0.00021078046258178956  0.00017127874772989088  0.00013293577368803813 
 642340     0.040406306074094636          0.11861304861889076  494.70802181754567         709.34286120839       5.4643993967931515           1.9031269534678865    3.544268980138078     3.090034095214395     2.761926472028716        1.9528299424613231    395321728.84526813         268897910.9311833         87663415.61255774            187168038.62244782          307658313.23271066               237500787.8097882  2.0156060230239305e-05    1.671618558491334e-05  4.4817265350134695e-05     1.4979341412438175e-05    5.934598725793716e-05       2.1265744750736373e-05   5.5452662499156205e-05       1.6220708281025868e-05    5.305022806071202e-05        4.587369128401636e-06   5.1204954467472235e-05        6.680272247279908e-06   3.199500738011879e-06   9.829493417759979e-06  1.4759618235106362e-05   1.592148171438749e-05   6.020534143448462e-06  1.0599829113143699e-05   3.369893452681582e-05  2.7196594931850727e-05  5.3540941273091784e-05    1.4372124434378334e-05   5.924208458518638e-05    1.9797380840878633e-05  4.9136796604709075e-05      8.808611051647443e-06    5.52479165098817e-05    2.7001476662347283e-05   38.04867939017077       1.2682893130056923     0.25935458639890874                           0.5                          0.1                    0.05    0.5203367986265555     0.20596705057554737                              0.0                                 3.0                                217.5                            35.0         100.0               100.0              100.0               0.0               100.0             5000.0        31.86687183542201               1.0                    0.0004                                  100.0   827.3340952767137             2.0809343636302066e+27       6.699999999999998   9.671388806068535e+36    451210841.2822035        8.96535210055217       4.512108412822036       8.565393471655636  3.2684544477708324e+37   7.182501550853383e+36                      0.0      7.182501550853383e+36                     0.0  3.2684544477708324e+37   79235765.33719796                     0.0         79235765.33719796     371975106.554174                      0.0           371975106.554174    2.03683717755678e+54                     0.0     2.03683717755678e+54   4.067932528701112e-06   3.215405443840517e-05   9.877062445449125e-10   9.118195391338236e-05   7.529582605508993e-05    5.35291225706556e-05   4.524730913672589e-05   3.148568264461075e-05   6.414343181444064e-05  5.3983653556425065e-05   4.739088416649894e-05   1.604732020910538e-14  3.3014850884858203e-14   5.849058005691838e-10  1.6864558643577383e-06  1.6308310960817421e-06   8.746806356355321e-05   9.650276537895645e-05   8.690185275451906e-05   6.830057537754869e-05   6.189848710144557e-05      1.161283782189138e-14      3.451960885591355e-14      6.496587077170253e-13      3.816226566300802e-08      4.021605774780263e-06     3.9019652112453195e-08      4.699607484849725e-06   5.415896492894633e-05   4.452810011211872e-05    3.87736634513864e-05 
 642380      0.10036102203996047          0.24008578791550694   483.3475074410422       566.1486479553207        5.387529256750153           2.2179728059794495     3.59925034632369     19.86024793931169      2.85758248703011        13.628399546929977    440405807.28355324        1740622783.4020479        106230102.29933165              762726288.506993          334175704.98422194              1458790235.1289005  1.0962426580984884e-05   1.2297065547607755e-05   3.601767887675845e-05       2.28108906845071e-05   3.0090904587937303e-05        1.591094581288539e-05    3.058473679622809e-05       1.3116543643299799e-05    3.142205316445282e-05        4.462211089775968e-06    3.576682217508911e-05        6.111836349953427e-06  3.8343572312050206e-06   9.278376127573813e-06   9.176390227509894e-06  1.2042402171288594e-05   5.633672545449529e-06  1.0025444957619042e-05  1.5336690639468565e-05  1.6360566091163057e-05  2.9957348508863158e-05    1.1882833353272422e-05   3.159790616061801e-05    1.5501363208842288e-05  2.9117343924633834e-05      7.879244914537903e-06  2.5187869354889683e-05     1.848485683721475e-05   86.84146550332807        2.894715516777602                    -0.0                           0.0                          0.0                     0.0                  -0.0                    -0.0                              0.0                                 3.0                                217.5                            35.0         100.0               100.0              100.0               0.0               100.0              100.0        37.61518865345017               1.0                     0.004                                  100.0   796.1061189721736              2.153187100369339e+27       6.899999999999999                     0.0    221633108.9027055      3.1071728270466448      2.2163310890270553       3.101024229232347  1.2571988371817578e+37  2.2465631275460106e+36                      0.0     2.2465631275460106e+36                     0.0  1.2571988371817578e+37   41935991.57702433                     0.0         41935991.57702433   179697138.02429476                      0.0         179697138.02429476   6.275603278152349e+53                     0.0    6.275603278152349e+53   5.944607452893701e-07  3.0210602626323548e-05  2.2209483030970504e-11   5.394136961406871e-05  4.6394446086883676e-05   3.172720064781593e-05   3.391691528738774e-05  1.2030700446244255e-05  3.8363704859001636e-05  3.7778787283620976e-05  3.4785147539138106e-05  1.0778732597183537e-15   1.346259546926918e-15  1.0738433823489196e-11   5.156187350178474e-07   7.316747858541909e-07  3.6916244338148215e-05   5.830685503627537e-05   5.046802913609463e-05  4.3984980559011515e-05   3.608133797230188e-05      6.218699402458271e-16     1.4210914341043549e-15      1.983242178738455e-14      8.808942052320609e-10     1.8711117923598302e-06      8.267149099329621e-10      1.503607427960752e-06   3.790502278981026e-05   3.359166983110696e-05    3.12312871383156e-05 
 661580      0.01297333151410375           0.0446148549728328   4788.680028629827       934.8102938812954       0.5000060062695953         0.005263093292325635  0.01339474034442331   0.03953773296553102  0.012571416268175324       0.03233139696319109    156043640.31301934         48288764.92754291        150962824.78607664            54438408.044069454           5080815.526943328               11083392.34419734  0.00011286573287262322   1.8738363463380865e-05   6.548767144501805e-05     2.0858892358872897e-06     0.000180961592573897       1.3911628113321662e-05   0.00024654504980772617        6.860440768080895e-06    0.0003049960533444918        5.744835408227988e-06   0.00015376600607009078       3.7503171892263428e-06  2.3539559583028324e-05  1.4557045472075537e-05  0.00010427262853514661   1.961365604985286e-05   5.955919466475894e-05  2.0905426503978243e-05  0.00013530052810593258  1.6952042320506928e-05   0.0002592817544996763     5.414164896950568e-06  0.00020017210211840323    1.2869943045075595e-05   0.0002882878933756343      3.952700737556131e-06  0.00015641895035522658     1.537163196959623e-05  442.47207774705873       14.749069258235291                    -0.0                           0.0                          0.0                     0.0                  -0.0                    -0.0                              0.0                                 3.0                                217.5                            35.0        5000.0               100.0             5000.0               0.0               100.0             1000.0        3127.003947948183               1.0                      0.02                                  100.0   8695.635587456683              8.777496600051377e+25                     0.5                     0.0   245590263.57923296    0.008629509650234788    0.008979862829184383    0.008660648220394666   1.119270452638562e+35   4.311713849824034e+33   1.4306102778852043e+32      4.168652822035514e+33   7.854033967687694e+34   3.338670558697926e+34  108572010.29875569      108379227.01726009         192783.2814955993   137018253.25454774       136313050.27905458          705202.9754931588  1.2942572621986908e+51  3.0341859773020464e+49   1.2639154024256702e+51  0.00011722381065853662   6.599597594337744e-05  5.4621201947040434e-05  0.00018286659566106838  0.00024815229821134713   0.0003054366737569515  0.00015305138353561703  0.00013898470849676252  0.00027833811071792576  0.00020380037045499545  0.00016695847330721147   1.841774704325347e-05  2.6008467295406186e-05   6.378269784179857e-05  0.00010877359609454877  0.00013941234802250838   0.0001526082844630548  0.00015960108436523213   0.0002012042511323942   0.0002609109080059104   0.0002888112128931582     1.9832063930291022e-05     2.8567094713809142e-05       4.46924138706809e-05      0.0001000910797484602     0.00012268336153547637     0.00010234805884413768     0.00012024336367923386   0.0002036039280639098  0.00014949308580950078  0.00011178927147338656 
 661675    0.0007460317934851826         0.012046109579012662   605.9410451305151       309.9277656786378        4.913618433078643             0.31039706501509    6.744418008528931    1.0042755035457847     7.579898613108005        1.3226603332415918    1829230920.8412144        390072462.45285475          617326892.649329             679640132.8031939           1211904028.191886               680010436.5123118  0.00022406299295113537   2.3217294541900654e-05  0.00016921376030488302     3.0601722941844844e-05    0.0002141222786875101       1.4709632120896924e-05   0.00018552368259702198       1.1091715779739902e-05   0.00023968495026588163        4.404572054837185e-06   0.00021059064653409154        8.343925843575191e-06  1.0864222074799222e-06   2.732100462721958e-06   0.0002056473122489783  2.4489399379031005e-05   6.198816297668987e-05   9.878634051826235e-06  0.00023857680763179673  2.1870043028708023e-05  0.00017830681078688718    1.0121661112660881e-05   0.0002063393423537447    1.3488061322086376e-05   0.0001761839719274939      1.062688095327088e-05  0.00022749061724494207     1.724370800947539e-05   515.6034671092556       17.186782236975187                    -0.0                           0.0                          0.0                     0.0                  -0.0                    -0.0                              0.0                                 3.0                                217.5                            35.0         500.0               100.0              500.0              0.25               100.0              100.0       239.76865461073518               1.0                    0.0004                                  100.0  1232.9804272578322              1.442754521402491e+27       4.899999999999999                     0.0   3101424995.0779343        5.35840201026071       8.998517461954627       5.599437550995166  3.3562514647787113e+37   4.488929579130204e+36   4.5075235026186367e+33      4.484422055627585e+36   5.363822807267266e+36   2.819869184051984e+37   985049623.8215252        779921492.713212        205128131.10831332    2116375391.493257       1421651756.1692603          694723635.3239965   1.278738327626234e+54   9.107778460190082e+50   1.2778275497802149e+54   0.0002241947811231532  0.00014664849748225814   4.390148597530796e-05  0.00020713319409545057  0.00017977088108559914  0.00024319970805020228  0.00021133137284798378  0.00023439733411997711  0.00016277759866329338  0.00022234422265376443  0.00021738987045059562  1.2424236089710742e-08   8.035081834830897e-07   6.397363801209042e-05  0.00020613406795380094  0.00023567555006006238  0.00022440449759791753   0.0002208102530699535  0.00019856304192235956  0.00017337551886952523  0.00017946641120683993       4.85204337402425e-09     3.5449903927980056e-07      4.782601009537291e-05       6.34309697464237e-05     0.00024305075615038279      3.822895303482787e-05     0.00024614757284038824   0.0002222933438262696  0.00020951878303257163  0.00018670440080125088 
 661906     0.004491082265640068         0.019168593414122387    697.785534896359       258.5146022079277        5.233106145775538          0.27286062254291354    5.526931228434335    1.2609784604682883     6.266816319551812        1.5676674143806009    1882500175.3984058         317082521.9570754         695601201.2160531             737759130.0060074           1186898974.182351               735799053.4148839   0.0001218730502724996   1.0394308690114732e-05   0.0001620276028775603     3.4015880021434636e-05   0.00015627723870957993       1.2473573152575807e-05   0.00013915345067250747         9.94609807100836e-06   0.00019256272058652653        3.417980302789263e-06    0.0001788808930057931        6.752981702243505e-06  1.6406095144084733e-07  2.2136105083819393e-06  0.00010156425548985386  1.3456910323345875e-05   2.348465789419359e-05   5.947400114916266e-06  0.00017108090921517108   1.902670076194035e-05  0.00013372983605780732     8.663668727150386e-06  0.00015120601423105817    1.1215814230843587e-05   0.0001242843423535685      6.381344100451741e-06   0.0001614913513923818    1.4585787309593259e-05  220.72658707986244        7.357552902662081                    -0.0                           0.0                          0.0                     0.0                  -0.0                    -0.0                              0.0                                 3.0                                217.5                            35.0         500.0               100.0              500.0              0.25               100.0               50.0       299.96567376348236               1.0                    0.0004                                  100.0  1117.6766001436897             1.5824527666554025e+27       5.299999999999999                     0.0    3163717638.860261       4.648064917631191       7.969645792001479       4.864873235324516  2.9089054257691097e+37   3.897414453425738e+36    4.415842499192033e+33     3.8929986109265454e+36  4.4299314445174586e+36  2.4659122813173638e+37  1051573276.7176807       869447461.2425033         182125815.4751773   2112144379.7280567       1497305598.4176095          614838781.3104473  1.1103209621035723e+54    9.20779958341161e+50    1.109400182145231e+54  0.00012622801025458845  0.00012400620761537923  1.7272377603478203e-05  0.00016276440068983876  0.00014194887517640086  0.00019563641898415185  0.00017294691291714368  0.00018332932322113804  0.00012654898092243134   0.0001796948551911834  0.00017576013312730243  2.9983280746175586e-10  1.3651329918063906e-08  2.3769805784565336e-05  0.00010382263630436828   0.0001852332015085234  0.00017558358136183637   0.0001717758028499735  0.00015526312370212203  0.00013540816810059478   0.0001224589434583891      2.542663556889229e-10      8.574729784515813e-09      2.517377433144006e-06       3.94925326953092e-05     0.00018940006174634187       3.72346573528039e-05     0.00018876889742709015   0.0001795329074618023  0.00017199564203464743   0.0001547610962963187 
