     id  bayes.attenuation.E_BVs  bayes.attenuation.E_BVs_err  bayes.sfh.age_main  bayes.sfh.age_main_err  bayes.universe.redshift  bayes.universe.redshift_err          bayes.sfh.sfr      bayes.sfh.sfr_err  bayes.sfh.sfr100Myrs  bayes.sfh.sfr100Myrs_err  bayes.stellar.m_star  bayes.stellar.m_star_err     bayes.hst.wfc.F814W  bayes.hst.wfc.F814W_err   bayes.jwst.miri.F770W  bayes.jwst.miri.F770W_err  bayes.jwst.nircam.F115W  bayes.jwst.nircam.F115W_err  bayes.jwst.nircam.F150W  bayes.jwst.nircam.F150W_err  bayes.jwst.nircam.F277W  bayes.jwst.nircam.F277W_err  bayes.jwst.nircam.F444W  bayes.jwst.nircam.F444W_err      bayes.subaru.hsc.g  bayes.subaru.hsc.g_err      bayes.subaru.hsc.i  bayes.subaru.hsc.i_err      bayes.subaru.hsc.r  bayes.subaru.hsc.r_err      bayes.subaru.hsc.z  bayes.subaru.hsc.z_err    bayes.vista.vircam.H  bayes.vista.vircam.H_err    bayes.vista.vircam.J  bayes.vista.vircam.J_err   bayes.vista.vircam.Ks  bayes.vista.vircam.Ks_err    bayes.vista.vircam.Y  bayes.vista.vircam.Y_err       best.chi_square  best.reduced_chi_square  best.attenuation.B_B90  best.attenuation.E_BV_factor  best.attenuation.E_BV_lines  best.attenuation.E_BVs    best.attenuation.FUV  best.attenuation.V_B90  best.attenuation.powerlaw_slope  best.attenuation.uv_bump_amplitude  best.attenuation.uv_bump_wavelength  best.attenuation.uv_bump_width  best.nebular.f_dust  best.nebular.f_esc  best.nebular.lines_width  best.nebular.logU  best.nebular.ne  best.nebular.zgas  best.sfh.age  best.sfh.age_burst  best.sfh.age_main  best.sfh.f_burst  best.sfh.tau_burst  best.sfh.tau_main  best.stellar.age_m_star  best.stellar.imf  best.stellar.metallicity  best.stellar.old_young_separation_age   best.universe.age  best.universe.luminosity_distance  best.universe.redshift    best.dust.luminosity  best.sfh.integrated            best.sfh.sfr   best.sfh.sfr100Myrs     best.sfh.sfr10Myrs        best.stellar.lum     best.stellar.lum_ly  best.stellar.lum_ly_old  best.stellar.lum_ly_young    best.stellar.lum_old  best.stellar.lum_young  best.stellar.m_gas  best.stellar.m_gas_old  best.stellar.m_gas_young  best.stellar.m_star  best.stellar.m_star_old  best.stellar.m_star_young       best.stellar.n_ly   best.stellar.n_ly_old  best.stellar.n_ly_young      best.hst.wfc.F814W    best.jwst.miri.F770W       best.hst.wfc.F606W  best.jwst.nircam.F115W  best.jwst.nircam.F150W  best.jwst.nircam.F277W  best.jwst.nircam.F444W  best.jwst.nircam.F090W  best.jwst.nircam.F200W  best.jwst.nircam.F356W  best.jwst.nircam.F410M      best.cfht.megacam.u        best.subaru.hsc.g        best.subaru.hsc.r       best.subaru.hsc.i       best.subaru.hsc.z       best.subaru.hsc.y     best.vista.vircam.Y     best.vista.vircam.J     best.vista.vircam.H    best.vista.vircam.Ks  best.subaru.suprime.IB427  best.subaru.suprime.IB505  best.subaru.suprime.IB574  best.subaru.suprime.IB709  best.subaru.suprime.IB827  best.subaru.suprime.NB711  best.subaru.suprime.NB816   best.spitzer.irac.ch1   best.spitzer.irac.ch2   best.spitzer.irac.ch3 
 756228      0.08885704053977096         0.035768936671616465   417.6249477986973       354.0058567073859       3.2783198142887278           0.5250375897391714      3.558649328731461     1.8342404380933588    2.9156791905545547        1.0085379535497718    406161000.02732205        190790568.44059438   6.949989533304846e-05    7.396277970597237e-06  0.00014538352021317369     2.6635620340102903e-05    7.566890896671987e-05        8.017984257346065e-06    8.313790636722899e-05        6.948213567861012e-06    0.0001242882917327581        3.405167679754239e-06     0.000139318723199883         4.24338649672864e-06   3.427495134522465e-05  1.2834780379953445e-05   6.964625935496278e-05   7.641934008476611e-06   6.426440298458019e-05    9.79289330432606e-06   6.833698331553675e-05   7.552632966276284e-06   9.192566975085014e-05     7.289314453007987e-06   7.921914988491125e-05     8.775850616925297e-06   0.0001155208362777702      9.119663903814237e-06   6.955011560752104e-05     7.817851869165453e-06     4.984294209996824      0.16614314033322747      0.6203743135928637                          0.25                          0.5                   0.125      1.4676368655204872     0.44579802661494633                             -0.3                                 3.0                                217.5                            35.0                  0.0                 0.0                     300.0               -4.0            100.0              0.014         100.0               100.0              100.0               0.0                10.0            10000.0       31.947986881414895               1.0                      0.02                                  100.0  1909.9687153958246               9.33360841019393e+26      3.3999999999999995   1.234021657897261e+37    289875262.6992683       5.778581741145775    2.8987526269926818      5.518353707931754   1.887835310059688e+37   2.744667080126508e+36                      0.0      2.744667080126508e+36                     0.0   1.887835310059688e+37  52377403.033260405                     0.0        52377403.033260405   237497843.07627362                      0.0         237497843.07627362   8.326226115474337e+53                     0.0    8.326226115474337e+53    7.06520744980723e-05  0.00016590019649253868    5.234196140914286e-05   8.013388853280148e-05   8.551857909703357e-05   0.0001256529011253995  0.00014094341784144852   6.917094958621564e-05  0.00010882504652070413  0.00012013285281458446  0.00013566921792934836   1.7242161435358412e-06   2.6337207784877773e-05    6.131398495464806e-05   7.071963481582256e-05   6.922664111679171e-05   6.840532702693284e-05    7.16565323480368e-05   8.395816575915031e-05   9.370844001210582e-05  0.00010816123975510574     1.4674872749133764e-05     3.0404191622688964e-05      6.253356904724455e-05      6.546195867428903e-05       7.06429429688762e-05      6.538521875501638e-05      7.064565596656728e-05  0.00011968957517044518  0.00014280539900051278  0.00014764142118356747 
 756257      0.08348799500957185          0.06994465777097235  1896.5002296510843      1984.1529909883297       1.7337789747889736           0.8151856965986949     0.9601724035079924     1.0502940563120744     1.167781213166842        1.1396905090038685     322144621.7551349        264743699.71761107   7.316748702605332e-05   5.1929821278270135e-06   5.331036151606593e-05     1.1681667758090315e-05    9.154735439814804e-05       1.0889936649096117e-05   0.00011831423515269277        8.142988417444312e-06    0.0001292979427673056       1.8069507451702729e-06    9.934440361572552e-05        3.556910638823437e-06   5.084008725672082e-05  1.6523137153810103e-05   6.879353324428143e-05   5.694668786242368e-06  5.8975962578879835e-05  1.6643030445910106e-05   8.355328242670114e-05   9.138612539783078e-06  0.00012405610186236665     9.780167036370675e-06    9.64078468480942e-05    1.3286883731701105e-05  0.00012929972992577264      5.543064539243615e-06   8.819132671861616e-05      9.52063026994514e-06    10.279554660768783       0.3426518220256261      0.5304760968254856                          0.25                          0.5                   0.125      1.5751148922338474      0.3916446047858932                             -0.5                                 3.0                                217.5                            35.0                  0.5                 0.0                     300.0               -3.0            100.0              0.014         500.0               100.0              500.0              0.25               100.0            10000.0       130.41540398555406               1.0                    0.0001                                 1000.0  2570.8925747291214              6.743511619716547e+26      2.5999999999999996   9.999229086278031e+36    592963640.1783692      2.6165391749139615     3.065879934680937      2.641822673505979   1.419207528285128e+37   2.812039842007687e+36                      0.0      2.812039842007687e+36                     0.0   1.419207528285128e+37   163838883.6882696                     0.0         163838883.6882696   429124727.92914397                      0.0         429124727.92914397   7.820311410661623e+53                     0.0    7.820311410661623e+53   7.010765656761309e-05   6.644996675512254e-05    6.775410593067753e-05   8.423975687091302e-05   0.0001278822363004969  0.00012797307528003213  0.00010247097092109848   7.658205368128103e-05  0.00012720829354449646   0.0001248647656016596  0.00010917784683975816   2.8669205436899527e-05    5.403544251645835e-05    7.021786065457394e-05   6.791937756303601e-05   7.695920537902572e-05   8.209493014795747e-05   8.356497895997496e-05    8.49431622488377e-05  0.00013037777780067151  0.00012677651701194041      3.554550735807997e-05      6.160000897397615e-05      6.838977396155886e-05      7.071633410882934e-05      6.936210802720283e-05      7.076912398415678e-05       6.81540718890182e-05   0.0001258731616375504   9.900847167840008e-05   8.364578429436814e-05 
 756324      0.14214447352403536          0.08150527367833575   526.1443340431713      365.79502201757055       3.1363643655511932           0.5100968662781193      3.385108517566235     2.8494698356626973     2.944018984164456         1.854015774688418    463683640.90182793        213582094.10958558    4.29925059901527e-05    8.065594696079172e-06    8.94042729933221e-05     1.3982541092009348e-05    5.220840044947416e-05        6.949031787389044e-06    6.707896230785578e-05        8.231455622818233e-06   0.00011627025076989142       2.9865746288540957e-06   0.00010675025195364108       3.5554563893101045e-06  2.5437160582809352e-05  1.1907392858926308e-05   4.355127199174194e-05   8.592983530547605e-06  4.0506478285729315e-05  1.1293487510846505e-05  4.1234019972414204e-05   8.145800539004211e-06   7.885138592540483e-05     8.873569600155236e-06    5.58635369731442e-05     7.877579759122457e-06   9.502889137205551e-05      8.178812297873798e-06   4.595285564210554e-05      7.25512759260009e-06    2.4406627944545813      0.08135542648181938       0.337112614879976                           0.9                          0.1     0.09000000000000001      1.1136581681854614     0.23894598164447198                             -0.5                                 3.0                                217.5                            35.0                  0.0                 0.0                     300.0               -4.0            100.0              0.014         500.0               100.0              500.0               0.0                10.0             1000.0       171.52038020774418               1.0                     0.004                                  100.0  2046.6174686532188               8.67597754549608e+26      3.1999999999999993  4.1504708203074306e+36   496656270.51203614      1.6708929155175127    1.5792489323980277     1.6632718561251338   8.201462695503422e+36  1.2072861368319683e+36    7.841537671229729e+32     1.2065019830648455e+36   1.115665832084688e+36   7.085796863418734e+36  142670051.98678118       110011090.1732522         32658961.81352899    353986229.6189822        228720287.0989813         125265942.52000093   3.371386609973281e+53  1.2604458293882483e+50   3.3701261641438926e+53   4.276104421662959e-05   9.797095576873926e-05   3.7554643912920746e-05   4.897741680371003e-05   6.499876814797022e-05  0.00011855871742623929   0.0001069578233132919   4.222085335452542e-05    9.41181406792901e-05  0.00010263661677355607  0.00010795748359346284    3.947199332512437e-06   2.5596334580093984e-05    3.887694841851311e-05  4.3140489431765315e-05   4.136199630363858e-05   4.309503781923452e-05   4.452803802598458e-05   5.195212570086365e-05   7.916398567959438e-05   9.516343935274228e-05     1.2281856812547283e-05      4.935639671315021e-05     3.7365336303326643e-05     4.2799129587032275e-05      4.291854998069299e-05     4.3387196018253525e-05      4.274032570793025e-05   0.0001022433020856844  0.00010661110366950702  0.00010094544758119862 
 756353      0.05077443922964947         0.005545164884712132  100.32712739405419      33.664058955460966        2.182646863616426          0.13058331170419815      5.299311020372611     0.5262156374939976    3.0866697982424274       0.31537826597609875     251910540.1223321         24722433.16885085   0.0002718976259629849    6.218387375320758e-06     0.00016819497091835      7.373638413134642e-06    0.0003030665638246846        6.633786338788973e-06    0.0004354449357827248        5.990501852469643e-06   0.00032381846300801037       1.7241543814439773e-06    0.0002774968339320387       2.2730051420940913e-06   0.0003152220462383357   2.345883140273542e-05   0.0002703422480314823   5.807199253106959e-06  0.00029130122070141525  1.1267648420399692e-05  0.00027644582476167947   7.838136814279409e-06    0.000437764429405543    1.6990896434364295e-05  0.00032998570865746125     6.054496420800552e-06   0.0004759612692730859     1.5008111706340754e-05   0.0002753421269107665     7.854391396635708e-06    100.24999930416665       3.3416666434722218     0.22824972337511212                           0.5                          0.1                    0.05      0.6427767688049323     0.18675711584670435                             -0.5                                 3.0                                217.5                            35.0                  0.0                 0.0                     300.0               -2.0            100.0              0.014         100.0               100.0              100.0              0.25               300.0            10000.0        36.51584512388282               1.0                     0.004                                  100.0  3056.4273436920234              5.495844766494585e+26      2.1999999999999997   7.901752981444816e+36   308114857.65737367       5.256745178233358    3.0811485765737365      5.059148930473416  1.9630121024630858e+37   3.742852978919835e+36                      0.0      3.742852978919835e+36                     0.0  1.9630121024630858e+37   56748964.31982328                     0.0         56748964.31982328   251365926.76142693                      0.0         251365926.76142693  1.0444660428222033e+54                     0.0   1.0444660428222033e+54   0.0002707760304348972  0.00016735173159124824   0.00028660403779850113  0.00030350670085208263  0.00043674514169945094   0.0003248810584965132  0.00027672123181550354    0.000272913898085331  0.00040165439015528133  0.00029365746773223723   0.0002940670378102234    0.0003046941312308736    0.0002951704085892888    0.0002848732559321241  0.00026949026098388457  0.00027495672780520724   0.0002729908015178473  0.00027485414112524294  0.00033280846444919327  0.00044112443153950805   0.0004775661601644824     0.00030183136981925835     0.00028552756436427357     0.00029803449028576346      0.0002693324622860845     0.00027031944683740593      0.0002683229615122948      0.0002691239181998186  0.00029626721952807054  0.00027267409673752824  0.00027603082087540587 
 756380      0.08999678965720014        0.0003583382801763404  100.00000005315901    0.005398271022481442         2.99639397172381          0.33166006966599126      8.592149642946811     1.6618380725682393     4.385562257568185        0.8420069342410116     361704874.0692191          69402116.4554243  0.00018668647131306313   1.2993477074707688e-05    0.000151749901450224     2.8529774236980322e-06   0.00019473298300790016         8.43592552769731e-06    0.0002273902421469784       1.1062522153148219e-05    0.0003584553726798393       1.2698965352074873e-05   0.00018989010702141675       1.9093381984688477e-05   0.0001836474639650524  5.1076723146376476e-05  0.00019028395071506716   1.501722361860262e-05  0.00021315702063025305  2.1675703911702898e-05  0.00017927405322548968   8.335351579049864e-06   0.0002212701899856739     1.746933018337138e-05  0.00020890692450221742     9.587343878210546e-06   0.0002007405427954839      3.978537877214158e-05  0.00018323178251246862      9.84692694603047e-06     372.9926958283126       12.433089860943754     0.35402673366955095                           0.9                          0.1     0.09000000000000001      1.1131764924737666      0.2504660606423379                             -0.5                                 3.0                                217.5                            35.0                  0.0                 0.0                     300.0               -4.0            100.0              0.014         100.0               100.0              100.0               0.0                10.0            10000.0        31.78891570650953               1.0                    0.0001                                  100.0  2373.6834421960125               7.38031962388964e+26                     2.8   1.668661156252629e+37   380892127.47571677      7.5929773126615325    3.8089212747571666      7.251041238928532   2.998649479008792e+37   7.922123452886282e+36                      0.0      7.922123452886282e+36                     0.0   2.998649479008792e+37    66376987.1889717                     0.0          66376987.1889717    314515063.4752429                      0.0          314515063.4752429  2.1962472832402096e+54                     0.0   2.1962472832402096e+54  0.00017809343337199646  0.00014962643024801534   0.00018809388180209016   0.0002005185118499001  0.00023536702295075916   0.0003667905505956928  0.00018003118915966684  0.00017680731296978108  0.00020331625788106298  0.00017707573512832825   0.0002000936736200535    7.454332366277034e-05   0.00018922612096862086   0.00019327538323462903   0.0001795913415220055  0.00017599961193511413    0.000184125306226269  0.00018925059421252453  0.00021579968007325178  0.00021365674973994258  0.00018075826601944407     0.00011212345807196817     0.00017680968305705826     0.00019116412738792114     0.00019156730220662023     0.00016859178619576525       0.000191123735047698     0.00016922728141856503  0.00017997337381145723  0.00017699464206903922  0.00012104981690471384 
 756381      0.08993068981913152        0.0029991625149843612  100.65827197893657      22.407274724749186       3.6017892217782386         0.055604224121993805      7.290917783472837     0.3645458891736419     3.845178250667553        0.2506586386701025     317166069.9125573        38770759.812136926  0.00012932885889615172    6.197386005886993e-06   9.967562170748821e-05       1.60581265275989e-06   0.00011696529907882196       1.7678814866090385e-06   0.00013500377726464357       2.0717503019482918e-06    0.0002151712098967996       2.7857067236950322e-06    0.0001459607283040936        2.547803210550808e-06  5.1793860307826447e-05  1.0689602267456364e-05  0.00013219118590173501   7.588205589507198e-06  0.00014563273208460732  1.4691974341015837e-05  0.00012237510623215592  3.4057725505564996e-06  0.00016333939024928366    2.7589742448453676e-06  0.00012547878212109187    1.4385612288261106e-06  0.00017983333450037554     1.0375545051351815e-05  0.00010793727569299753    2.4154793388091373e-06    135.47614375626316        4.515871458542105      0.3562297024579357                           0.9                          0.1     0.09000000000000001      1.1130066804317509      0.2666852894910585                             -0.5                                 3.0                                217.5                            35.0                  0.0                 0.0                     300.0               -3.0            100.0              0.014         100.0               100.0              100.0               0.0                10.0            10000.0        31.78891570650953               1.0                    0.0001                                  100.0     1787.7582839771              9.997099890300758e+26      3.5999999999999996  1.6150552472976026e+37   365571061.18591547       7.287556170157973    3.6557106118591536      6.959374188133975  2.8780313193417852e+37   7.603462683019364e+36                      0.0      7.603462683019364e+36                     0.0  2.8780313193417852e+37   63707028.56425751                     0.0         63707028.56425751   301863958.89983404                      0.0         301863958.89983404  2.1079050787469847e+54                     0.0   2.1079050787469847e+54   0.0001218674375518257   9.927511182528899e-05   0.00010587849094498331  0.00011731047334926799    0.000136074118058033  0.00021759658596199824   0.0001462612446563052  0.00011646191273042766  0.00014066569301822679  0.00012233530718325634  0.00012739045605729304    6.974844532932452e-07    4.071622598126073e-05   0.00012810474514302964   0.0001231490762980379   0.0001186358444718593  0.00010880155977128368  0.00010877266415336209   0.0001258455018023636  0.00016510450953435073   0.0001803975583093622     1.1868052190933594e-05      5.654810670706226e-05      0.0001168666845625968     0.00012105945868499634     0.00012352327968395647      0.0001202155216454364     0.00012355447162514535  0.00012324064058607745  0.00015420694731154745  0.00010611779809397235 
 756385       0.1298445545254957          0.07208781617442911  164.28693011072536      212.53120811958163        1.554426159838955          0.09358687286160623     3.1632935443028334       4.77991101237317    11.331761395036342        4.0910769041449715     932058485.0656611         287964140.2170897  0.00031619292420417274   1.2208107891499175e-05  0.00043397931367983734     1.0144787508504904e-05    0.0006425782539577686       2.6720489128096053e-05    0.0007113340726308314        8.893568489871957e-06    0.0008870441359008957        3.240099019087739e-06     0.000907906742982472       4.9612940779299726e-06   0.0001945968948534905  2.8959066263947364e-05  0.00030289386529094506  1.0402574759133553e-05  0.00023086904700388733  1.9195765551758784e-05   0.0003467133377251385   2.002116412067096e-05   0.0007484205422313728     2.116263283007115e-05   0.0006746289591117012    2.3880952646391963e-05   0.0008168995049795963     2.4399063763273874e-05   0.0005513321126761848    3.0058416698658562e-05    20.092988077238964       0.6697662692412988     0.33037436363157474                           0.9                          0.1     0.09000000000000001      1.1115581403777428     0.23511180884783883                             -0.5                                 3.0                                217.5                            35.0                  0.0                 0.0                     300.0               -3.0            100.0              0.014         100.0               100.0              100.0               0.0                10.0               10.0         79.7740075793951               1.0                      0.02                                  100.0   4129.366181531926              3.706426555303249e+26      1.5999999999999999  3.6887473665375696e+36   1407660766.1322072      0.0700175407974021    14.076607661322072    0.10825724662511473   9.481195087845612e+36   3.939359513830327e+34                      0.0      3.939359513830327e+34                     0.0   9.481195087845612e+36   368440975.4284702                     0.0         368440975.4284702   1039219790.3996724                      0.0         1039219790.3996724   1.191661157740443e+52                     0.0    1.191661157740443e+52  0.00030943456097367645   0.0004274314706705162   0.00021369006966924397   0.0006602034977363482   0.0007132516222058538   0.0008865751170473765   0.0009058316286612986  0.00036009791757622993   0.0007804727541538215   0.0008958003964142507   0.0009303201348876357   0.00013628395778279926   0.00018274429467595503   0.00021860605318254638   0.0002980441451377034   0.0003355190195279185  0.00044417743681787557   0.0005706941316386664   0.0006861026997279301   0.0007379367606399653   0.0008035819638947191     0.00016273748576566707     0.00019573978915355642      0.0002018179538844838     0.00027053853562302533       0.000320814031350734     0.00026948224548511095     0.00032049259544821354   0.0008938597454415273   0.0008999253413605267   0.0006553561146648892 
 756401       0.4500000000109455        8.721211425330592e-07  100.00000046097078    0.019342507776261657       1.5999952882526702        0.0009707354250099204      21.73156985101067     1.0865784925505335    13.016625131301744        0.6508312565650872    1061465032.9317923        53073251.646589614  0.00020584183850473248    3.530598970983584e-06    0.000744651033166173     1.4554742210271426e-06    0.0005993574595011632         5.70524108180817e-06    0.0008509914068906174         5.84684414217542e-06    0.0014304213321378017        2.114344201150091e-06    0.0015178795035604585         2.45988808264862e-06  3.9755706156034805e-05   8.555674397360556e-07   0.0001849061282044461  3.2895464288309278e-06    8.14863194878984e-05   1.622988371559319e-06  0.00025487449110504334   4.080787499464598e-06   0.0009457499483264665    5.6770056340756815e-06   0.0006817007480375572     5.842919634284436e-06   0.0012134376678353972      4.339799549364983e-06   0.0004632879012737265    5.4197579619323855e-06    36.000133749122845       1.2000044583040947       1.647887338277364                           0.9                          0.5                    0.45       5.533268629383043      1.1732383691675863                             -0.5                                 3.0                                217.5                            35.0                  0.5                 0.5                     300.0               -2.0            100.0              0.014         100.0               100.0              100.0              0.25              1000.0              300.0        37.43119098810165               1.0                     0.004                                  100.0   4129.366181531926              3.706426555303249e+26      1.5999999999999999   6.699465477839545e+37    1320467827.786797      20.848996608866738    13.204678277867973     20.309497235952918   8.004069745180424e+37   1.492067826466491e+37                      0.0      1.492067826466491e+37                     0.0   8.004069745180424e+37   246805853.4903432                     0.0         246805853.4903432   1073662108.9401561                      0.0         1073662108.9401561  4.1651180903413644e+54                     0.0   4.1651180903413644e+54   0.0002023681413015898   0.0007463874596521174    7.171448625615788e-05   0.0005930318641429338   0.0008442832617339697   0.0014279147764776953    0.001520794003255543   0.0002731511763683672   0.0011274123349894385   0.0015244934958913172   0.0015823425435718492   1.8169860964020656e-05   3.8927580650275774e-05    7.992193987894396e-05  0.00018169038763106522  0.00025080910790379896   0.0003623857983942638  0.00045748598937442135    0.000675129345495457   0.0009391860227079767   0.0012083455416765083     2.9419068900022963e-05     4.5328988166766645e-05      4.552891666624545e-05     0.00014550128113923803     0.00021507347936496445     0.00014782556381996766     0.00021045362260476894    0.001522478342636055    0.001505154128583643   0.0011167204369864157 
 756411      0.02345321223455028         0.023553338627417132  126.71628245702595       130.8684381216916         3.21695154912564           0.5681488599125207     2.9259993762156613     0.8379483039548008    1.8112034509986885        0.8993924567346558    164786817.27558666        132287402.67190894  0.00011020610246816023    9.163828016678048e-06   5.127955723940352e-05       7.60487318489358e-06     9.20662763004718e-05        6.693759108287037e-06    9.491402206301196e-05        4.681099219769976e-06   0.00012628912664358624        9.987052223794553e-06    6.475938971589025e-05        8.857139070967289e-06    0.000122973138675395  5.8478258724870776e-05   0.0001135217710317364   9.245550817321066e-06    0.000124736079450084  2.8800796139327866e-05   0.0001015861754283755  1.0445226784013072e-05   9.094397008800851e-05     5.375446653879742e-06    9.23316503823577e-05     6.445347921479395e-06   7.805048490347222e-05     1.2496427045950016e-05   9.431828858911994e-05     8.905916751864035e-06      61.5007568617301       2.0500252287243366      0.1689297404543981                          0.25                          0.1                   0.025     0.35540550019370865      0.1108889833153131                             -0.5                                 3.0                                217.5                            35.0                  0.0                 0.0                     300.0               -4.0            100.0              0.014         100.0               100.0              100.0               0.0                10.0            10000.0        31.78891570650953               1.0                    0.0001                                  100.0  2373.6834421960125               7.38031962388964e+26                     2.8  2.9575755251023046e+36   131907164.75499183      2.6295321880235325    1.3190716475499178     2.5111159363869078  1.0384655453276607e+37    2.74351914394943e+36                      0.0       2.74351914394943e+36                     0.0  1.0384655453276607e+37   22987086.24696863                     0.0         22987086.24696863   108920051.90734878                      0.0         108920051.90734878   7.605847727885607e+53                     0.0    7.605847727885607e+53  0.00010697417069125967   5.205445230629957e-05    0.0001315688350874327   9.254147894455138e-05   9.751859902760192e-05   0.0001322544022878799   6.397777590920334e-05   9.944413733886115e-05   8.025854964350259e-05   6.427113804844241e-05   7.128540514720819e-05    8.478039093908124e-05   0.00013984948004994684    0.0001290415478918438  0.00011024175499788191   9.970225088090545e-05   9.543771635304256e-05   9.472769678378851e-05   9.364301927097575e-05   8.862592747677575e-05   7.096576340494121e-05     0.00011173202602696679     0.00013959664350572616     0.00013338415628218268     0.00011828681827031609     0.00010386337362026551     0.00011769738605175496     0.00010476745881418591   6.529013301474254e-05    6.28056607684567e-05   4.264093029633246e-05 
 756440      0.06518154753948392          0.02140390068516755  121.90242128577732      122.44079223171053       1.8003205052365205         0.020863699480878732     0.6895900898117862     0.1521710457516614      0.53347418558538       0.11338633004953245     44455241.35022993        10822161.910126751   5.024270884318738e-05   2.6334157228124297e-06  1.6423378838831076e-05      5.884843606288047e-07   5.8856041501481085e-05        2.329443671333731e-06     5.76407872253187e-05       1.7988651385002475e-06   5.0619484576379475e-05        7.327549482411538e-07   2.7053530248993236e-05        1.494364502175289e-06   5.733534380804636e-05   6.772794074026708e-06   5.027260221246811e-05  2.8997053706466565e-06   4.891868979677372e-05   4.633042908887779e-06  4.9840943477596814e-05  2.0582143882584557e-06   4.596644102037123e-05    3.1123291500282036e-06   5.223999213454611e-05    3.4531319786891487e-06   4.652010236421894e-05      2.118789251607133e-06   6.288685015295615e-05    3.7365544617631274e-06     31.83927829119497       1.0613092763731655      0.2278485674435513                           0.5                          0.1                    0.05      0.6317760724645205     0.17211405069477506                             -0.5                                 3.0                                217.5                            35.0                  0.0                 0.0                     300.0               -3.0            100.0              0.014         100.0               100.0              100.0              0.25                10.0               50.0       54.709668753047076               1.0                    0.0001                                  100.0  3711.6449985621443             4.2899864639899564e+26      1.7999999999999998  1.0783528567394025e+36    69678827.65184689     0.48334596060407237    0.6967882765184691     0.5048255117448223  2.6527351002487593e+36   5.289024108145509e+35                      0.0      5.289024108145509e+35                     0.0  2.6527351002487593e+36  15561555.216631137                     0.0        15561555.216631137    54117266.91363952                      0.0          54117266.91363952  1.4736203717584243e+53                     0.0   1.4736203717584243e+53   5.204938794410893e-05  1.5479503400509258e-05   5.3427549362864344e-05   6.392973482723521e-05  6.0633357452478526e-05  5.0362291146851585e-05   2.654470589431096e-05   5.208579801364927e-05   7.593804577090823e-05  3.4267713067068854e-05  2.8212019226580746e-05    6.445567953843722e-05    5.868568310757349e-05    5.161489166215584e-05  5.2174129666037915e-05   5.144892906361409e-05  5.4582499923366376e-05    6.38346435604444e-05    5.80933147330983e-05   4.999659391877681e-05  4.8431502082827934e-05      6.021571680242507e-05      5.805987756676945e-05      5.209731421500867e-05      5.117016499143933e-05     5.1609347331769676e-05      5.110022534951503e-05     5.1570867899870985e-05   3.458235076472328e-05   2.587341557890736e-05  2.7923511195772345e-05 
